"sideid","mapid","layer","country","cowcode","groupname","marker","year","dhs.round","dhs.subround","sample.size","fit.comb","tps.g.fit","tps.par.knn","tps.par.sphkm","tps.par.knncut","tps.par.unsurv","tps.fit","knn.g.fit","knn.par.knn","knn.par.sphkm","knn.par.weights","knn.par.unsurv","knn.par.knncut","knn.fit"
"side_v1_43_27",43,27,"Cameroon",471,"kako/meka/pygmé.mixed","ethnic.religion",2011,6,1,228,0.171993665287634,0.207923160883798,237,247099,4,416,0.179249023637282,0.197409625104097,89,65423,12369,349,422,0.17773662316656
"side_v1_43_28",43,28,"Cameroon",471,"stranger  / other.mixed","ethnic.religion",2011,6,1,228,0.171993665287634,0.940836189258732,237,247099,4,416,0.179249023637282,0.89143907590249,89,65423,12369,349,422,0.17773662316656
"side_v1_45_1",45,1,"Central African Republic",482,"animalist","religion",1995,3,1,114,0.133663155272992,1.0673130557958,45,284642,56,2508,0.135430446010756,1.14960477340371,48,781059,1849,1313,114,0.134121974178172
"side_v1_45_2",45,2,"Central African Republic",482,"catholic","religion",1995,3,1,114,0.133663155272992,0.900151937979577,45,284642,56,2508,0.135430446010756,0.873129958405948,48,781059,1849,1313,114,0.134121974178172
"side_v1_45_3",45,3,"Central African Republic",482,"moslem","religion",1995,3,1,114,0.133663155272992,0.791861700531563,45,284642,56,2508,0.135430446010756,0.805075430739515,48,781059,1849,1313,114,0.134121974178172
"side_v1_45_4",45,4,"Central African Republic",482,"other","religion",1995,3,1,114,0.133663155272992,1.02155581953656,45,284642,56,2508,0.135430446010756,1.01748212265939,48,781059,1849,1313,114,0.134121974178172
"side_v1_45_5",45,5,"Central African Republic",482,"protestant","religion",1995,3,1,114,0.133663155272992,0.863373035215708,45,284642,56,2508,0.135430446010756,0.853274345688759,48,781059,1849,1313,114,0.134121974178172
"side_v1_46_1",46,1,"Central African Republic",482,"banda.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.472454835048462,15,191030,77,2136,0.230299085745905,0.48947687911053,15,403758,2403,875,22,0.242486283769324
"side_v1_46_2",46,2,"Central African Republic",482,"banda.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,0.908963187704255,15,191030,77,2136,0.230299085745905,0.985304335980056,15,403758,2403,875,22,0.242486283769324
"side_v1_46_3",46,3,"Central African Republic",482,"banda.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,1.02973770135784,15,191030,77,2136,0.230299085745905,1.06029792760705,15,403758,2403,875,22,0.242486283769324
"side_v1_46_4",46,4,"Central African Republic",482,"banda.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.551458347961697,15,191030,77,2136,0.230299085745905,0.557548474920318,15,403758,2403,875,22,0.242486283769324
"side_v1_46_5",46,5,"Central African Republic",482,"gbaya.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.881432521686736,15,191030,77,2136,0.230299085745905,0.887978001500875,15,403758,2403,875,22,0.242486283769324
"side_v1_46_6",46,6,"Central African Republic",482,"gbaya.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,0.91978580803593,15,191030,77,2136,0.230299085745905,0.982034539446965,15,403758,2403,875,22,0.242486283769324
"side_v1_46_7",46,7,"Central African Republic",482,"gbaya.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,0.773925855513385,15,191030,77,2136,0.230299085745905,0.882389413099076,15,403758,2403,875,22,0.242486283769324
"side_v1_46_8",46,8,"Central African Republic",482,"gbaya.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.647891653878358,15,191030,77,2136,0.230299085745905,0.78105259014663,15,403758,2403,875,22,0.242486283769324
"side_v1_46_9",46,9,"Central African Republic",482,"haoussa.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.02582129352619,15,191030,77,2136,0.230299085745905,1.02636955709465,15,403758,2403,875,22,0.242486283769324
"side_v1_46_10",46,10,"Central African Republic",482,"haoussa.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,1.11050728111596,15,191030,77,2136,0.230299085745905,1.11763745706397,15,403758,2403,875,22,0.242486283769324
"side_v1_46_11",46,11,"Central African Republic",482,"mandjia.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.77467543675672,15,191030,77,2136,0.230299085745905,0.833142289878223,15,403758,2403,875,22,0.242486283769324
"side_v1_46_12",46,12,"Central African Republic",482,"mandjia.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.01549946977141,15,191030,77,2136,0.230299085745905,1.01887456434015,15,403758,2403,875,22,0.242486283769324
"side_v1_46_13",46,13,"Central African Republic",482,"mandjia.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,1.0201028508921,15,191030,77,2136,0.230299085745905,1.02926238638788,15,403758,2403,875,22,0.242486283769324
"side_v1_46_14",46,14,"Central African Republic",482,"mandjia.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.874086686348809,15,191030,77,2136,0.230299085745905,0.881786967407233,15,403758,2403,875,22,0.242486283769324
"side_v1_46_15",46,15,"Central African Republic",482,"mboum.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.644368101799204,15,191030,77,2136,0.230299085745905,0.752926621753586,15,403758,2403,875,22,0.242486283769324
"side_v1_46_16",46,16,"Central African Republic",482,"mboum.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.01318933791661,15,191030,77,2136,0.230299085745905,1.00888080018731,15,403758,2403,875,22,0.242486283769324
"side_v1_46_17",46,17,"Central African Republic",482,"mboum.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,0.991436541285929,15,191030,77,2136,0.230299085745905,1.00230658268348,15,403758,2403,875,22,0.242486283769324
"side_v1_46_18",46,18,"Central African Republic",482,"mboum.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.678227788764676,15,191030,77,2136,0.230299085745905,0.750222293303914,15,403758,2403,875,22,0.242486283769324
"side_v1_46_19",46,19,"Central African Republic",482,"ngbaka-bantou.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.978152670235298,15,191030,77,2136,0.230299085745905,0.96326734529484,15,403758,2403,875,22,0.242486283769324
"side_v1_46_20",46,20,"Central African Republic",482,"ngbaka-bantou.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.04336632496282,15,191030,77,2136,0.230299085745905,1.01552598595892,15,403758,2403,875,22,0.242486283769324
"side_v1_46_21",46,21,"Central African Republic",482,"ngbaka-bantou.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,1.04994722016156,15,191030,77,2136,0.230299085745905,1.01786101607169,15,403758,2403,875,22,0.242486283769324
"side_v1_46_22",46,22,"Central African Republic",482,"ngbaka-bantou.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,1.00662985095159,15,191030,77,2136,0.230299085745905,0.983527083111623,15,403758,2403,875,22,0.242486283769324
"side_v1_46_23",46,23,"Central African Republic",482,"other.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.05573947279453,15,191030,77,2136,0.230299085745905,1.04590244558578,15,403758,2403,875,22,0.242486283769324
"side_v1_46_24",46,24,"Central African Republic",482,"sara.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.827385117133732,15,191030,77,2136,0.230299085745905,0.944176822321458,15,403758,2403,875,22,0.242486283769324
"side_v1_46_25",46,25,"Central African Republic",482,"sara.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.15740264685292,15,191030,77,2136,0.230299085745905,1.1882349115129,15,403758,2403,875,22,0.242486283769324
"side_v1_46_26",46,26,"Central African Republic",482,"sara.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,0.8377269269994,15,191030,77,2136,0.230299085745905,0.737512818534715,15,403758,2403,875,22,0.242486283769324
"side_v1_46_27",46,27,"Central African Republic",482,"sara.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,1.05506896470337,15,191030,77,2136,0.230299085745905,0.999266277622164,15,403758,2403,875,22,0.242486283769324
"side_v1_46_28",46,28,"Central African Republic",482,"yakoma-sango.catholic","ethnic.religion",1995,3,1,114,0.231478499408393,0.919667404529374,15,191030,77,2136,0.230299085745905,0.919463211820579,15,403758,2403,875,22,0.242486283769324
"side_v1_46_29",46,29,"Central African Republic",482,"yakoma-sango.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,1.01565568855259,15,191030,77,2136,0.230299085745905,1.01431425507858,15,403758,2403,875,22,0.242486283769324
"side_v1_46_30",46,30,"Central African Republic",482,"yakoma-sango.moslem","ethnic.religion",1995,3,1,114,0.231478499408393,0.987595109757993,15,191030,77,2136,0.230299085745905,0.961539515462331,15,403758,2403,875,22,0.242486283769324
"side_v1_46_31",46,31,"Central African Republic",482,"yakoma-sango.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.652769999939396,15,191030,77,2136,0.230299085745905,0.789270709506122,15,403758,2403,875,22,0.242486283769324
"side_v1_46_32",46,32,"Central African Republic",482,"zande-nzakara.mixed","ethnic.religion",1995,3,1,114,0.231478499408393,0.392368822445814,15,191030,77,2136,0.230299085745905,0.431560018619353,15,403758,2403,875,22,0.242486283769324
"side_v1_46_33",46,33,"Central African Republic",482,"zande-nzakara.protestant","ethnic.religion",1995,3,1,114,0.231478499408393,0.489280557101893,15,191030,77,2136,0.230299085745905,0.4687130687923,15,403758,2403,875,22,0.242486283769324
"side_v1_146_1",146,1,"Malawi",553,"chewa.catholic","ethnic.religion",2010,6,1,228,0.101592066468628,0.392555409267324,22,121839,36,323,0.105935336247326,0.38346112116261,13,38830,12415,443,273,0.101245281041451
"side_v1_146_2",146,2,"Malawi",553,"chewa.ccap","ethnic.religion",2010,6,1,228,0.101592066468628,0.430366398517557,22,121839,36,323,0.105935336247326,0.445179991800862,13,38830,12415,443,273,0.101245281041451
"side_v1_146_3",146,3,"Malawi",553,"chewa.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.642338237649502,22,121839,36,323,0.105935336247326,0.665762377229307,13,38830,12415,443,273,0.101245281041451
"side_v1_146_4",146,4,"Malawi",553,"chewa.muslim","ethnic.religion",2010,6,1,228,0.101592066468628,0.604473037361513,22,121839,36,323,0.105935336247326,0.561223622334163,13,38830,12415,443,273,0.101245281041451
"side_v1_146_5",146,5,"Malawi",553,"chewa.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.344247530067604,22,121839,36,323,0.105935336247326,0.339549604271804,13,38830,12415,443,273,0.101245281041451
"side_v1_146_6",146,6,"Malawi",553,"chewa.seventh day advent/ baptist","ethnic.religion",2010,6,1,228,0.101592066468628,0.880578755961303,22,121839,36,323,0.105935336247326,0.80445838425227,13,38830,12415,443,273,0.101245281041451
"side_v1_146_7",146,7,"Malawi",553,"lomwe.catholic","ethnic.religion",2010,6,1,228,0.101592066468628,0.64592910088774,22,121839,36,323,0.105935336247326,0.668116272302544,13,38830,12415,443,273,0.101245281041451
"side_v1_146_8",146,8,"Malawi",553,"lomwe.ccap","ethnic.religion",2010,6,1,228,0.101592066468628,0.646621754245466,22,121839,36,323,0.105935336247326,0.590092241204162,13,38830,12415,443,273,0.101245281041451
"side_v1_146_9",146,9,"Malawi",553,"lomwe.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.850479166447414,22,121839,36,323,0.105935336247326,0.800616552087499,13,38830,12415,443,273,0.101245281041451
"side_v1_146_10",146,10,"Malawi",553,"lomwe.muslim","ethnic.religion",2010,6,1,228,0.101592066468628,0.84264535401579,22,121839,36,323,0.105935336247326,0.944032282383562,13,38830,12415,443,273,0.101245281041451
"side_v1_146_11",146,11,"Malawi",553,"lomwe.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.226704657719198,22,121839,36,323,0.105935336247326,0.213561353227896,13,38830,12415,443,273,0.101245281041451
"side_v1_146_12",146,12,"Malawi",553,"lomwe.seventh day advent/ baptist","ethnic.religion",2010,6,1,228,0.101592066468628,0.821276315895073,22,121839,36,323,0.105935336247326,0.750298807327455,13,38830,12415,443,273,0.101245281041451
"side_v1_146_13",146,13,"Malawi",553,"mang'anja.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.908687434967387,22,121839,36,323,0.105935336247326,1.0234944870724,13,38830,12415,443,273,0.101245281041451
"side_v1_146_14",146,14,"Malawi",553,"mang'anja.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.885817338821002,22,121839,36,323,0.105935336247326,0.936142379859862,13,38830,12415,443,273,0.101245281041451
"side_v1_146_15",146,15,"Malawi",553,"ngoni.catholic","ethnic.religion",2010,6,1,228,0.101592066468628,0.657281436554984,22,121839,36,323,0.105935336247326,0.662569021267056,13,38830,12415,443,273,0.101245281041451
"side_v1_146_16",146,16,"Malawi",553,"ngoni.ccap","ethnic.religion",2010,6,1,228,0.101592066468628,0.799917204421926,22,121839,36,323,0.105935336247326,0.747187179611142,13,38830,12415,443,273,0.101245281041451
"side_v1_146_17",146,17,"Malawi",553,"ngoni.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.883179352446093,22,121839,36,323,0.105935336247326,0.764695538241819,13,38830,12415,443,273,0.101245281041451
"side_v1_146_18",146,18,"Malawi",553,"ngoni.muslim","ethnic.religion",2010,6,1,228,0.101592066468628,1.00255163785055,22,121839,36,323,0.105935336247326,1.01011977379309,13,38830,12415,443,273,0.101245281041451
"side_v1_146_19",146,19,"Malawi",553,"ngoni.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.40756548662795,22,121839,36,323,0.105935336247326,0.414487241818791,13,38830,12415,443,273,0.101245281041451
"side_v1_146_20",146,20,"Malawi",553,"ngoni.seventh day advent/ baptist","ethnic.religion",2010,6,1,228,0.101592066468628,0.646760663615162,22,121839,36,323,0.105935336247326,0.653869059431731,13,38830,12415,443,273,0.101245281041451
"side_v1_146_21",146,21,"Malawi",553,"nkhonde.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.424297144415688,22,121839,36,323,0.105935336247326,0.367082183499228,13,38830,12415,443,273,0.101245281041451
"side_v1_146_22",146,22,"Malawi",553,"other: lambya.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.664774616500353,22,121839,36,323,0.105935336247326,0.597104934946507,13,38830,12415,443,273,0.101245281041451
"side_v1_146_23",146,23,"Malawi",553,"other: lambya.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.458319331702594,22,121839,36,323,0.105935336247326,0.328192639824959,13,38830,12415,443,273,0.101245281041451
"side_v1_146_24",146,24,"Malawi",553,"other: mang'anja.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.67573449010654,22,121839,36,323,0.105935336247326,0.620240266190329,13,38830,12415,443,273,0.101245281041451
"side_v1_146_25",146,25,"Malawi",553,"other: mang'anja.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.767467064362847,22,121839,36,323,0.105935336247326,0.783637263886329,13,38830,12415,443,273,0.101245281041451
"side_v1_146_26",146,26,"Malawi",553,"other.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.36086736965901,22,121839,36,323,0.105935336247326,0.369983006293371,13,38830,12415,443,273,0.101245281041451
"side_v1_146_27",146,27,"Malawi",553,"other: ndali.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.710060964085134,22,121839,36,323,0.105935336247326,0.688785362056061,13,38830,12415,443,273,0.101245281041451
"side_v1_146_28",146,28,"Malawi",553,"other: ndali.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.716300241054026,22,121839,36,323,0.105935336247326,0.677078541328356,13,38830,12415,443,273,0.101245281041451
"side_v1_146_29",146,29,"Malawi",553,"other: nyanja.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.702593709934376,22,121839,36,323,0.105935336247326,0.514602972629559,13,38830,12415,443,273,0.101245281041451
"side_v1_146_30",146,30,"Malawi",553,"other.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.514438546421976,22,121839,36,323,0.105935336247326,0.440758171352542,13,38830,12415,443,273,0.101245281041451
"side_v1_146_31",146,31,"Malawi",553,"sena.catholic","ethnic.religion",2010,6,1,228,0.101592066468628,0.80103754568702,22,121839,36,323,0.105935336247326,0.750985536738834,13,38830,12415,443,273,0.101245281041451
"side_v1_146_32",146,32,"Malawi",553,"sena.ccap","ethnic.religion",2010,6,1,228,0.101592066468628,1.01086665935722,22,121839,36,323,0.105935336247326,0.952071507955157,13,38830,12415,443,273,0.101245281041451
"side_v1_146_33",146,33,"Malawi",553,"sena.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.871868009010296,22,121839,36,323,0.105935336247326,0.947131250811575,13,38830,12415,443,273,0.101245281041451
"side_v1_146_34",146,34,"Malawi",553,"sena.muslim","ethnic.religion",2010,6,1,228,0.101592066468628,0.984235109658177,22,121839,36,323,0.105935336247326,1.05101365291634,13,38830,12415,443,273,0.101245281041451
"side_v1_146_35",146,35,"Malawi",553,"sena.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.0965636105271114,22,121839,36,323,0.105935336247326,0.084963980278723,13,38830,12415,443,273,0.101245281041451
"side_v1_146_36",146,36,"Malawi",553,"sena.seventh day advent/ baptist","ethnic.religion",2010,6,1,228,0.101592066468628,0.771798078276808,22,121839,36,323,0.105935336247326,0.803978865794874,13,38830,12415,443,273,0.101245281041451
"side_v1_146_37",146,37,"Malawi",553,"tonga.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.440786933203808,22,121839,36,323,0.105935336247326,0.469187858986952,13,38830,12415,443,273,0.101245281041451
"side_v1_146_38",146,38,"Malawi",553,"tonga.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.338495788460431,22,121839,36,323,0.105935336247326,0.252833297885557,13,38830,12415,443,273,0.101245281041451
"side_v1_146_39",146,39,"Malawi",553,"tumbuka.catholic","ethnic.religion",2010,6,1,228,0.101592066468628,0.458782949199688,22,121839,36,323,0.105935336247326,0.338066389802894,13,38830,12415,443,273,0.101245281041451
"side_v1_146_40",146,40,"Malawi",553,"tumbuka.ccap","ethnic.religion",2010,6,1,228,0.101592066468628,0.466916661374169,22,121839,36,323,0.105935336247326,0.390395458774574,13,38830,12415,443,273,0.101245281041451
"side_v1_146_41",146,41,"Malawi",553,"tumbuka.mixed","ethnic.religion",2010,6,1,228,0.101592066468628,0.94025203566764,22,121839,36,323,0.105935336247326,1.05100442650069,13,38830,12415,443,273,0.101245281041451
"side_v1_146_42",146,42,"Malawi",553,"tumbuka.muslim","ethnic.religion",2010,6,1,228,0.101592066468628,1.02753797309196,22,121839,36,323,0.105935336247326,1.09483415688874,13,38830,12415,443,273,0.101245281041451
"side_v1_146_43",146,43,"Malawi",553,"tumbuka.other christian","ethnic.religion",2010,6,1,228,0.101592066468628,0.301959209470961,22,121839,36,323,0.105935336247326,0.269557719428874,13,38830,12415,443,273,0.101245281041451
